query	novelty
tree_16_k10_s5_uniform	12.70356907720981
tree_9_k10_s1_uniform	18.489300855175564
tree_1068_k10_s4_exp	14.19121496970754
tree_11_k5_s3_exp	14.826868872484923
tree_10_k3_s1_exp	15.527269637639794
tree_10_k10_s5_exp	18.010264959109517
tree_1068_k3_s2_uniform	10.562954075408086
tree_3_k3_s3_exp	0.36466054888406857
tree_11_k3_s1_uniform	14.935944636859182
tree_2_k5_s1_exp	0.11906607216585473
tree_6_k10_s1_exp	17.256231589558197
tree_17_k5_s1_uniform	16.584282515854937
tree_3_k3_s2_exp	0.19093505087422585
tree_203_k10_s1_exp	17.48533006107629
tree_10_k10_s4_exp	6.9034375409985875
tree_4_k10_s3_uniform	14.132104271577676
tree_11_k5_s2_exp	16.833113750042703
tree_1_k10_s1_uniform	0.9882952998036874
tree_9_k5_s4_exp	12.985020351037418
tree_15_k3_s1_uniform	17.504716320745377
tree_3_k10_s4_exp	0.1986332161462665
tree_5_k3_s5_exp	20.990937312279318
tree_17_k10_s4_uniform	14.46400158676688
tree_17_k5_s5_exp	13.761410080810599
tree_1322_k10_s2_exp	8.984408077636635
tree_15_k10_s1_exp	17.043444200036834
tree_1068_k5_s5_exp	13.104344452335791
tree_2_k10_s2_uniform	0.30832781378920804
tree_1322_k3_s5_uniform	8.279667920528617
tree_15_k10_s3_exp	15.452952983904078
tree_202_k3_s3_uniform	13.929216353877003
tree_217_k10_s4_exp	16.090358609434695
tree_10_k3_s4_uniform	8.40828100007468
tree_16_k3_s5_exp	16.1930510262409
tree_9_k3_s5_uniform	20.927975314253995
tree_13_k3_s5_uniform	30.865927274173828
tree_5_k3_s3_uniform	9.687602057887581
tree_4_k5_s5_exp	22.501574164434533
tree_6_k3_s2_uniform	16.253076228461666
tree_8_k3_s4_exp	10.458771520652567
tree_1068_k10_s1_uniform	16.671870193599997
tree_8_k5_s4_uniform	6.5791263027246245
tree_10_k3_s2_exp	20.822859632657064
tree_12_k5_s4_uniform	14.026265326720193
tree_11_k5_s5_uniform	15.569652711515914
tree_203_k5_s2_uniform	14.818096276670673
tree_203_k10_s3_exp	15.882370251347288
tree_7_k5_s3_uniform	10.492048927067161
tree_217_k5_s3_uniform	15.802549747715814
tree_4_k5_s2_uniform	16.870306090085812
tree_6_k10_s3_exp	16.966563205133685
tree_11_k10_s5_uniform	15.330138586925111
tree_2_k5_s2_exp	0.41987320328869054
tree_2_k5_s3_exp	0.028662446500125734
tree_6_k10_s1_uniform	16.722991774587943
tree_6_k10_s2_exp	16.703324887605806
tree_3_k3_s1_exp	0.42052650829329186
tree_2_k3_s2_uniform	0.000626602505730806
tree_3_k10_s3_uniform	0.39270266761176664
tree_1_k3_s3_uniform	0.005839706992769179
tree_203_k10_s2_exp	18.799937140588543
tree_17_k3_s5_uniform	13.635725549593642
tree_10_k3_s3_exp	5.7599152218774305
tree_14_k3_s4_uniform	11.074283991824787
tree_11_k5_s1_exp	17.83624942556942
tree_8_k3_s5_exp	3.066887331249438
tree_4_k5_s4_exp	12.795215824790192
tree_3_k5_s3_uniform	0.2796135004714229
tree_15_k5_s5_uniform	16.153959541579297
tree_10_k10_s4_uniform	9.73269247729276
tree_16_k3_s4_exp	17.270333279429273
tree_217_k10_s5_exp	17.548549352714705
tree_1322_k10_s1_exp	13.062434768194112
tree_16_k5_s4_uniform	13.60489452418912
tree_15_k10_s2_exp	16.019300941917322
tree_1068_k5_s4_exp	12.308290211472274
tree_217_k10_s1_exp	17.043444200036834
tree_1322_k10_s5_exp	12.168512246626515
tree_5_k3_s2_uniform	16.253076228461666
tree_17_k5_s2_exp	15.013584627282093
tree_6_k3_s3_uniform	16.01878587939047
tree_10_k3_s5_uniform	13.076980580954963
tree_3_k10_s3_exp	0.42766122677146035
tree_5_k3_s2_exp	16.31164872805833
tree_202_k3_s2_uniform	4.854328630698505
tree_1322_k3_s4_uniform	7.106813587820435
tree_2_k10_s3_uniform	0.02141956701953273
tree_13_k3_s4_uniform	20.22889395966004
tree_9_k5_s3_exp	19.108459072952783
tree_9_k3_s4_uniform	11.074283991824787
tree_8_k3_s1_exp	1.029541219387263
tree_7_k10_s1_uniform	12.46191201675834
tree_1068_k10_s2_exp	13.694060685691412
tree_11_k5_s5_exp	15.991216087828
tree_7_k5_s2_uniform	17.196797946508795
tree_11_k10_s4_uniform	17.98038502145965
tree_4_k5_s3_uniform	15.802549747715814
tree_10_k10_s3_exp	6.568167929355159
tree_217_k5_s2_uniform	21.689836439971316
tree_12_k5_s5_uniform	14.311116736728826
tree_8_k5_s5_uniform	12.48887892503397
tree_203_k5_s3_uniform	18.09140673879716
tree_11_k5_s4_uniform	21.354648114364743
tree_3_k3_s5_exp	0.22836055618617557
tree_3_k3_s4_exp	0.14709780866065927
tree_17_k3_s4_uniform	15.076205357538914
tree_14_k3_s5_uniform	16.204783208575346
tree_10_k10_s2_exp	16.56850341724528
tree_2_k3_s3_uniform	0.005839706992769179
tree_1322_k10_s1_uniform	12.82267786361875
tree_1_k3_s2_uniform	0.000626602505730806
tree_1068_k10_s3_exp	11.67387293698829
tree_11_k5_s4_exp	20.708018855079658
tree_3_k10_s2_uniform	0.2946946576954155
tree_10_k10_s5_uniform	19.435528656997416
tree_9_k5_s2_exp	13.840103324944833
tree_15_k5_s4_uniform	15.313350866995124
tree_4_k5_s1_exp	14.57999734539306
tree_16_k5_s5_uniform	12.456523355488045
tree_5_k3_s3_exp	8.769127294251401
tree_3_k10_s2_exp	0.2838542288757997
tree_16_k3_s1_exp	11.952724656622916
tree_17_k5_s3_exp	17.163535288660484
tree_3_k5_s2_uniform	0.44335487641812443
tree_1068_k5_s1_exp	13.045102887847271
tree_1322_k10_s4_exp	10.365287325374627
tree_217_k10_s2_exp	16.019300941917322
tree_10_k5_s1_uniform	10.73158808384444
tree_15_k10_s5_exp	17.548549352714705
tree_1068_k5_s3_exp	11.609523330413587
tree_5_k10_s3_uniform	14.132104271577676
tree_17_k5_s1_exp	16.726440897897383
tree_16_k3_s3_exp	13.948280440662078
tree_5_k3_s1_exp	14.328482452284023
tree_4_k5_s3_exp	17.489022488573156
tree_8_k3_s2_exp	1.0551169293932356
tree_8_k3_s1_uniform	1.058106401593607
tree_10_k3_s4_exp	9.568676477293664
tree_12_k3_s1_uniform	22.72257207507138
tree_1068_k10_s1_exp	17.002187625122875
tree_203_k10_s5_exp	19.373287919922863
tree_16_k10_s4_uniform	12.609312535666517
tree_2_k5_s4_exp	0.05434306898309636
tree_1068_k3_s3_uniform	13.196568906298983
tree_6_k10_s5_exp	12.172119496302509
tree_4_k10_s2_uniform	16.567975263251267
tree_6_k10_s4_exp	13.129037330864358
tree_2_k5_s5_exp	0.8616353389389827
tree_10_k10_s1_exp	10.485653750091638
tree_203_k10_s4_exp	13.006087933774051
tree_14_k5_s1_uniform	13.540184403210365
tree_10_k3_s5_exp	14.409021570425683
tree_8_k3_s3_exp	9.320697939767626
tree_9_k5_s1_exp	23.909432470572778
tree_4_k5_s2_exp	16.893182820254786
tree_3_k10_s1_exp	0.2616056823164395
tree_16_k3_s2_exp	4.609634686515198
tree_16_k3_s1_uniform	11.946365200412023
tree_1068_k5_s2_exp	11.731685566558994
tree_15_k10_s4_exp	16.090358609434695
tree_8_k10_s1_uniform	2.317765350919942
tree_17_k10_s5_uniform	15.048182451362901
tree_217_k10_s3_exp	15.452952983904078
tree_1068_k5_s5_uniform	14.987411412625246
tree_4_k5_s1_uniform	14.764548255184675
tree_11_k3_s1_exp	15.026978766693944
tree_4_k10_s1_exp	17.096784532779388
tree_10_k5_s3_exp	6.030487117734328
tree_14_k10_s4_uniform	12.620710685307335
tree_12_k10_s4_exp	12.863413492377024
tree_203_k5_s1_uniform	13.22302308583577
tree_3_k5_s1_exp	0.4927895878740255
tree_2_k3_s3_exp	0.005752952410273212
tree_1068_k3_s4_exp	10.793385482301122
tree_6_k3_s1_uniform	14.368856824957874
tree_1068_k10_s2_uniform	13.60035232015158
tree_16_k5_s4_exp	15.077286709688694
tree_1_k10_s4_exp	1.1529163272093859
tree_4_k3_s4_exp	14.22014427096194
tree_7_k10_s3_uniform	11.826025459051287
tree_9_k10_s2_exp	15.130953907605655
tree_17_k10_s1_exp	14.578273555908286
tree_8_k5_s5_exp	14.562536252902175
tree_2_k10_s1_uniform	0.35343363574434
tree_8_k5_s4_exp	8.27287376923459
tree_15_k10_s5_uniform	17.679244545091866
tree_9_k10_s3_exp	15.86625845929521
tree_4_k3_s5_exp	20.990937312279318
tree_1_k10_s5_exp	0.531389229989982
tree_16_k5_s5_exp	10.270048780020222
tree_1068_k3_s5_exp	15.937719597447165
tree_2_k3_s2_exp	0.0005970496068424343
tree_12_k10_s5_exp	13.30388830427192
tree_10_k5_s2_exp	18.261754644272187
tree_6_k10_s2_uniform	16.472431955286158
tree_1322_k10_s3_uniform	11.827639494752288
tree_2_k3_s1_uniform	0.007948867598747321
tree_11_k3_s2_uniform	15.633827527665908
tree_11_k3_s2_exp	15.552293106487337
tree_203_k3_s5_uniform	22.60838796327141
tree_4_k10_s2_exp	16.86447398525323
tree_12_k3_s3_uniform	16.645476756872014
tree_217_k10_s5_uniform	17.679244545091866
tree_202_k10_s5_uniform	12.70356907720981
tree_8_k3_s3_uniform	9.657255119817707
tree_13_k10_s4_uniform	25.050152558524815
tree_1068_k3_s1_uniform	18.738129512211863
tree_217_k3_s4_uniform	14.37024487918297
tree_4_k3_s5_uniform	20.074410860872632
tree_9_k10_s2_uniform	15.405599190773234
tree_3_k5_s2_exp	0.4325372463902609
tree_7_k3_s4_uniform	11.137628930067777
tree_13_k5_s2_uniform	26.146627496676896
tree_5_k10_s1_uniform	16.672217700109435
tree_9_k5_s2_uniform	13.902571238601658
tree_202_k5_s4_uniform	13.60489452418912
tree_10_k5_s3_uniform	7.2526245804209415
tree_17_k3_s5_exp	11.575302056289333
tree_1322_k5_s2_uniform	9.15224412493801
tree_6_k5_s5_uniform	13.07194049110785
tree_5_k5_s5_exp	15.027108874971342
tree_9_k10_s1_exp	17.356138984322598
tree_17_k10_s2_exp	18.580444353007515
tree_5_k5_s4_uniform	12.15790105337847
tree_9_k3_s4_exp	10.793385482301122
tree_3_k3_s4_uniform	0.13036578716819136
tree_9_k3_s5_exp	17.17716997209491
tree_17_k10_s3_exp	16.37150699836178
tree_203_k10_s4_uniform	13.695245260772685
tree_5_k5_s4_exp	12.795215824790192
tree_17_k3_s4_exp	15.208931871245008
tree_8_k10_s3_uniform	6.250002505064468
tree_16_k3_s3_uniform	13.929216353877003
tree_12_k10_s5_uniform	12.44956636936809
tree_15_k3_s2_uniform	24.022893535030214
tree_2_k3_s1_exp	0.007683741521530198
tree_1_k5_s4_uniform	0.09544567860577598
tree_1_k10_s2_uniform	2.4671608735518133
tree_3_k5_s3_exp	0.2591173924492301
tree_2_k5_s5_uniform	1.2854078487233125
tree_14_k5_s3_uniform	11.9336058767792
tree_10_k5_s1_exp	10.614202111899784
tree_4_k10_s3_exp	15.452952983904078
tree_17_k5_s2_uniform	14.818096276670673
tree_11_k3_s3_exp	16.058758899128797
tree_4_k3_s4_uniform	14.37024487918297
tree_10_k5_s5_exp	9.878630193303865
tree_217_k3_s5_uniform	18.40894492413661
tree_13_k10_s5_uniform	24.77741415206716
tree_7_k3_s5_uniform	14.623178854097793
tree_9_k10_s3_uniform	16.345127398313643
tree_203_k3_s4_uniform	15.076205357538914
tree_12_k10_s2_exp	10.929755244522768
tree_11_k3_s3_uniform	15.453059088133369
tree_8_k3_s2_uniform	1.142975426848539
tree_202_k10_s4_uniform	12.609312535666517
tree_217_k10_s4_uniform	14.533158962598135
tree_2_k3_s5_exp	0.1610553220464075
tree_12_k3_s2_uniform	11.071492740243347
tree_6_k5_s4_uniform	12.15790105337847
tree_1068_k3_s2_exp	10.654567846987076
tree_1_k10_s2_exp	2.3949897412825982
tree_5_k5_s5_uniform	14.923142945374332
tree_16_k5_s2_exp	11.202244517573925
tree_9_k10_s4_exp	12.19565920324521
tree_9_k5_s3_uniform	19.450732192739544
tree_4_k3_s2_exp	16.31164872805833
tree_13_k5_s3_uniform	25.11458919704516
tree_1322_k5_s3_uniform	12.976547460943529
tree_9_k3_s1_exp	26.496219203512446
tree_10_k5_s2_uniform	18.18872078750683
tree_202_k5_s5_uniform	12.456523355488045
tree_8_k5_s3_exp	4.569962313371488
tree_8_k5_s2_exp	3.405944162520729
tree_16_k3_s2_uniform	4.854328630698505
tree_8_k10_s2_uniform	3.768200166259911
tree_4_k3_s3_exp	8.769127294251401
tree_15_k3_s3_uniform	9.687602057887581
tree_9_k10_s5_exp	17.079402581863782
tree_5_k5_s1_exp	14.57999734539306
tree_12_k10_s4_uniform	13.771074101881755
tree_203_k10_s5_uniform	18.25442801382671
tree_16_k5_s3_exp	14.786698070039868
tree_3_k3_s5_uniform	0.3080316115088326
tree_17_k3_s1_exp	21.94318478209999
tree_1_k10_s3_exp	0.02406751719464358
tree_1068_k3_s3_exp	13.311961104175625
tree_14_k5_s2_uniform	11.714878499851267
tree_2_k3_s4_exp	0.07124722206787042
tree_12_k10_s3_exp	16.386492642899064
tree_17_k5_s3_uniform	17.746113803008498
tree_1_k10_s3_uniform	0.02141956701953273
tree_1_k5_s5_uniform	1.2854078487233125
tree_4_k10_s1_uniform	16.672217700109435
tree_2_k5_s4_uniform	0.09544567860577598
tree_10_k5_s4_exp	8.914493227164153
tree_4_k10_s4_exp	13.129037330864358
tree_11_k3_s4_exp	18.817737701345262
tree_12_k10_s1_exp	13.34289805647521
tree_217_k5_s1_uniform	19.243654117513717
tree_1068_k5_s4_uniform	13.23780265257249
tree_3_k5_s4_exp	0.27165042223383207
tree_7_k5_s1_uniform	14.716010477563968
tree_7_k10_s2_uniform	15.216634742119464
tree_1068_k3_s1_exp	18.46110649927867
tree_1_k10_s1_exp	0.6879498679450105
tree_202_k3_s1_uniform	11.946365200412023
tree_17_k3_s3_exp	23.816371207826073
tree_16_k5_s1_exp	15.88788304814578
tree_5_k5_s3_exp	17.489022488573156
tree_1068_k10_s3_uniform	12.403405654617915
tree_4_k3_s1_exp	14.328482452284023
tree_9_k3_s2_exp	10.654567846987076
tree_17_k10_s4_exp	14.738115708449355
tree_5_k3_s1_uniform	14.368856824957874
tree_8_k5_s1_exp	1.4538700259028756
tree_17_k10_s5_exp	14.13240015340683
tree_3_k5_s1_uniform	0.5107477240228323
tree_9_k3_s3_exp	27.62343527909065
tree_5_k5_s2_exp	16.893182820254786
tree_15_k10_s4_uniform	14.533158962598135
tree_17_k3_s2_exp	17.20157836206306
tree_3_k5_s5_exp	0.19318529756000077
tree_1_k3_s1_uniform	3.2242184144582664
tree_3_k10_s1_uniform	0.32387531287601035
tree_1322_k10_s2_uniform	9.174408555650965
tree_6_k10_s3_uniform	17.01902663864442
tree_11_k3_s5_exp	18.413362582279355
tree_4_k10_s5_exp	19.525118443103146
